MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,ReEDS-NREL,EPS-EI,GCAM-CGS
54.96836006,56.64655307,70.92808567,122.7785197,178.0529878,194.976292,235.3448178,257.9748756,280.9878538
53.10433194,54.72561587,68.52284844,118.6149862,172.0150457,188.3644649,227.3640565,249.2267081,271.4592948
52.11670896,53.70784059,67.24847518,116.4090101,168.8159467,184.8613029,223.1355885,244.5916432,266.410753
20.42726676,21.05091455,26.35819815,45.62678552,66.16780771,72.45682285,87.45851918,95.8682703,104.4203218
32.84103591,33.8436781,42.3762289,73.35444919,106.3783704,116.4892567,140.6075714,154.1279773,167.8771603
36.63356542,37.75199416,47.26989606,81.82552527,118.6630958,129.9416017,156.8451336,171.9268953,187.2638535
29.1404948,30.03015887,37.60125842,65.08884043,94.39161292,103.3632005,124.7638538,136.760775,148.9606946
17.19058599,17.71541739,22.18176701,38.39726525,55.68358224,60.97610898,73.60080097,80.67803512,87.87502226
35.41016792,36.49124613,45.69129261,79.09291811,114.7002783,125.6021324,151.6072065,166.1853047,181.010077
40.56152016,41.79986999,52.33830831,90.59909005,131.3864893,143.8743086,173.6625135,190.3613843,207.3428147
34.25537887,35.30120118,44.20121765,76.51355627,110.9596966,121.5060217,146.6630238,160.765704,175.1070139
10.65242446,10.97764472,13.74529045,23.79348602,34.50523174,37.78483147,45.60792591,49.99344844,54.45317784
29.23108975,30.12351969,37.71815705,65.29119525,94.6850672,103.6845466,125.1517324,137.1859508,149.4237988
20.24095691,20.85891663,26.11779438,45.21063981,65.56431463,71.79596989,86.66084108,94.99388985,103.4679411
31.19889816,32.15140562,40.25730655,69.68653476,101.0591735,110.664489,133.5768248,146.4211751,159.482863
11.3830787,11.73060595,14.68808566,25.42549116,36.87195999,40.37650884,48.73619259,53.42251995,58.18814406
20.37920902,21.0013896,26.29618714,45.51944271,66.01213954,72.28635897,87.2527619,95.64272802,104.1746597
53.21380259,54.83842867,68.66410321,118.8595022,172.369642,188.7527643,227.8327507,249.7404705,272.0188881
23.35920401,24.07236433,30.14140537,52.17562408,75.66491092,82.85659199,100.0114904,109.6282979,119.4078302
43.24928499,44.56969272,55.80644915,96.60253979,140.0926716,153.4079825,185.1700702,202.9754736,221.0821599
50.10490379,51.63461469,64.65255475,111.9153985,162.2993266,177.7253012,214.5221258,235.1499355,256.1267858
42.05490842,43.33885165,54.26529269,93.93475444,136.2238584,149.1714523,180.0563951,197.3700827,214.9767329
36.04484745,37.14530253,46.51024744,80.51055206,116.7561262,127.8533813,154.3245614,169.1639523,184.2544386
11.59671118,11.95076067,14.96374502,25.9026653,37.56395629,41.13427694,49.65085146,54.42512969,59.28019288
29.02748205,29.91369582,37.45543312,64.8364127,94.0255431,102.9623371,124.2799943,136.230389,148.3829948
44.21993941,45.56998138,57.05892712,98.77061454,143.2368061,156.8509558,189.325888,207.5309024,226.0439616
57.17351822,58.91903507,73.77349795,127.7040088,185.1959151,202.7981291,244.7861135,268.3240183,292.260205
42.3852661,43.6792952,54.69156769,94.6726485,137.2939498,150.3432522,181.4708082,198.9205015,216.6654588
34.38296079,35.43267819,44.36584219,76.79852601,111.3729587,121.9585629,147.2092606,161.3644653,175.7591885
19.01291218,19.5933795,24.53319442,42.46765251,61.58644386,67.44001664,81.40301709,89.23048914,97.19040887
16.68607203,17.19550054,21.53077052,37.27037194,54.04936543,59.18656567,71.44074478,78.31027435,85.29604237
57.80399108,59.56875637,74.58702473,129.1122466,187.2381368,205.0344567,247.4854577,271.2829233,295.4830629
44.21889146,45.56890144,57.0575749,98.76827381,143.2334116,156.8472387,189.3214013,207.5259842,226.0386047
35.74707723,36.83844133,46.12602146,79.84544603,115.7915917,126.7971713,153.0496701,167.7664713,182.7322936
36.275344,37.38283618,46.80766725,81.02539415,117.5027484,128.6709674,155.311423,170.2457076,185.4326934
50.38481328,51.92306986,65.01373424,112.5406104,163.2060068,178.7181581,215.720547,236.4635933,257.5576301
39.11298389,40.30710968,50.46919844,87.36360807,126.6944045,138.7362577,167.4606638,183.5631833,199.9381715
31.65495298,32.62138386,40.84577408,70.70518867,102.5364219,112.2821446,135.5294051,148.5615097,161.8141289
52.43957865,54.04056755,67.6650881,117.1301788,169.8617832,186.0065424,224.5179421,246.1069197,268.0612018
40.10714791,41.33162569,51.75201188,89.58419436,129.9146911,142.2626211,171.717137,188.2289463,205.0201498
55.84483497,57.5497869,72.05903967,124.7362331,180.892057,198.0852046,239.0974098,262.0883057,285.4682276
13.40633163,13.81562912,17.29877765,29.94467273,43.42566159,47.5531165,57.39866845,62.91795372,68.53063013
23.69098531,24.41427496,30.56951733,52.91669798,76.73961373,84.03344149,101.4319986,111.185398,121.1038334
10.35534636,10.67149677,13.36195755,23.12992594,33.54293919,36.73107643,44.335998,48.59921572,52.93457082
19.32788603,19.91796955,24.93961898,43.17118491,62.60670414,68.55724903,82.75156491,90.70870932,98.80049556
37.31663353,38.45591645,48.15128879,83.351241,120.8756835,132.364488,159.7696622,175.1326378,190.7555684
29.81605801,30.72634713,38.47296726,66.59779304,96.57989082,105.7594665,127.6562505,139.9312959,152.4140458
41.58211782,42.85162667,53.65523023,92.8787191,134.6923996,147.4944338,178.0321612,195.1512044,212.5599168
