1,2,3,4,5,6,7,8,9,10
,,,,,,,,,-224.6
,,,,,,,,53.5,
,,,,,,,170,,
,,,,,,,28.4,,
,,,,,114,,,,
,,,,,26.5,,,,
,,,,,57.2,,,,
,,,6.3,,,,,,
,,,,,,253.3,,,
,,,,,,,158.9,,
,,,,,,7,,,
,,,,47.7,,,,,
,,,,,,,201.9,,
,,,,,,,343.7,,
,,,,,13.2,,,,
,,,,3.2,,,,,
,,,,,,,,,150.7
,,,,,,,,142.4,
,,,,,,,174.1,,
,,,71,,,,,,
,,,,,,,,,197.4
,,,,,,,,,134.1
,,,,,,,,,137
,,,,,-16.6,,,,
,,,,,,,,,284.6
,,,,,10.9,,,,
,,,,,,,159,,
,,,,,,,,52.2,
,,,,,,,,,233.1
,,,,,,,,,-159.1
,,,,,,,104.5,,
,,,,,,,,,216.7
,88.3,,,,,,,,
,,,,,,113.4,,,
,,,,,,146.5,,,
,,,,,,,107,,
,,,,,,148.5,,,
,,,,,,,50.4,,
,,26,,,,,,,
,,,,,,,,,173.1
,,,,,,,100.2,,
,,27.2,,,,,,,
,,,12.8,,,,,,
,,,-90.1,,,,,,
,,,,,,,,,97
,,,,,,,,,138.4
,,,,,,161.1,,,
,,,,,,,,103,
,,,,,,,67.4,,
,,,,,,,,95.4,
,,,,134.1,,,,,
,,,,,,31,,,
,,,,,,,,,258
,,,,,,,,213.7,
,,,,-37.6,,,,,
,,,,,,151.5,,,
,,,,,,,,,-13.1
,,,,,,,,,43.7
,,,,,,,,,72.2
,,,55.6,,,,,,
,,,,,,44.8,,,
,,,49.9,,,,,,
,,,,,,,,,142.8
,,,,,147.1,,,,
,,,,,,,,126.8,
,,,,,,52.4,,,
,,,,,,,,,344.3
,,,66.9,,,,,,
,,,,,-8.2,,,,
,,,,,,,,,250
,,,,,,88.2,,,
,,,,,,129.4,,,
,,,,,,,,,162.9
,,,,,123.7,,,,
,,,,,,76.1,,,
,,,,,,,,,73.7
,,,,,,,,9.9,
,,,,,41.2,,,,
,,,,,,,38,,
,,,,,39.9,,,,
,,,,,,,,340.1,
,,,,,52.3,,,,
,,,,,,,,162.5,
,,,,,98.1,,,,
,,,,,,-93.8,,,
,,,,,,,,,250.5
,,,,,,97.3,,,
,,,,,81,,,,
,,,,,44.3,,,,
,,,,,,,16.9,,
,,,,,,,,,269.8
,,,,,,,,195.5,
,,99.3,,,,,,,
,,,,,,,168.8,,
,,,,,,174.1,,,
,,,,,,,,-107,
,,,,,,,,,202.5
,,,,,,,,113.9,
,,,47.6,,,,,,
,123.2,,,,,,,,
