MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,ReEDS-NREL,EPS-EI,GCAM-CGS
54.96836006,56.64655307,70.92808567,122.6932039,178.0529878,180.9431898,235.3448178,257.9748756,280.9878538
53.10433194,54.72561587,68.52284844,118.5325634,172.0150457,174.8072382,227.3640565,249.2267081,271.4592948
52.11670896,53.70784059,67.24847518,116.3281202,168.8159467,171.5562107,223.1355885,244.5916432,266.410753
20.42726676,21.05091455,26.35819815,45.59508056,66.16780771,67.24186061,87.45851918,95.8682703,104.4203218
32.84103591,33.8436781,42.3762289,73.30347694,106.3783704,108.1051315,140.6075714,154.1279773,167.8771603
36.63356542,37.75199416,47.26989606,81.76866668,118.6630958,120.5892658,156.8451336,171.9268953,187.2638535
29.1404948,30.03015887,37.60125842,65.04361175,94.39161292,95.9238019,124.7638538,136.760775,148.9606946
17.19058599,17.71541739,22.18176701,38.37058391,55.68358224,56.5874525,73.60080097,80.67803512,87.87502226
35.41016792,36.49124613,45.69129261,79.03795834,114.7002783,116.5621228,151.6072065,166.1853047,181.010077
40.56152016,41.79986999,52.33830831,90.53613491,131.3864893,133.5191887,173.6625135,190.3613843,207.3428147
34.25537887,35.30120118,44.20121765,76.46038884,110.9596966,112.760823,146.6630238,160.765704,175.1070139
10.65242446,10.97764472,13.74529045,23.77695249,34.50523174,35.06532955,45.60792591,49.99344844,54.45317784
29.23108975,30.12351969,37.71815705,65.24582597,94.6850672,96.2220196,125.1517324,137.1859508,149.4237988
20.24095691,20.85891663,26.11779438,45.17922402,65.56431463,66.62857148,86.66084108,94.99388985,103.4679411
31.19889816,32.15140562,40.25730655,69.63811126,101.0591735,102.699592,133.5768248,146.4211751,159.482863
11.3830787,11.73060595,14.68808566,25.4078236,36.87195999,37.47047515,48.73619259,53.42251995,58.18814406
20.37920902,21.0013896,26.29618714,45.48781234,66.01213954,67.08366559,87.2527619,95.64272802,104.1746597
53.21380259,54.83842867,68.66410321,118.7769095,172.369642,175.1675904,227.8327507,249.7404705,272.0188881
23.35920401,24.07236433,30.14140537,52.13936849,75.66491092,76.89312324,100.0114904,109.6282979,119.4078302
43.24928499,44.56969272,55.80644915,96.535413,140.0926716,142.3666919,185.1700702,202.9754736,221.0821599
50.10490379,51.63461469,64.65255475,111.8376311,162.2993266,164.9338111,214.5221258,235.1499355,256.1267858
42.05490842,43.33885165,54.26529269,93.86948143,136.2238584,138.4350791,180.0563951,197.3700827,214.9767329
36.04484745,37.14530253,46.51024744,80.4546072,116.7561262,118.6513417,154.3245614,169.1639523,184.2544386
11.59671118,11.95076067,14.96374502,25.88466616,37.56395629,38.17370411,49.65085146,54.42512969,59.28019288
29.02748205,29.91369582,37.45543312,64.79135943,94.0255431,95.55178994,124.2799943,136.230389,148.3829948
44.21993941,45.56998138,57.05892712,98.70198121,143.2368061,145.5618628,189.325888,207.5309024,226.0439616
57.17351822,58.91903507,73.77349795,127.6152703,185.1959151,188.2020629,244.7861135,268.3240183,292.260205
42.3852661,43.6792952,54.69156769,94.60686274,137.2939498,139.5225406,181.4708082,198.9205015,216.6654588
34.38296079,35.43267819,44.36584219,76.74516055,111.3729587,113.1807933,147.2092606,161.3644653,175.7591885
19.01291218,19.5933795,24.53319442,42.43814275,61.58644386,62.58613089,81.40301709,89.23048914,97.19040887
16.68607203,17.19550054,21.53077052,37.24447365,54.04936543,54.92670866,71.44074478,78.31027435,85.29604237
57.80399108,59.56875637,74.58702473,129.0225296,187.2381368,190.2774344,247.4854577,271.2829233,295.4830629
44.21889146,45.56890144,57.0575749,98.69964211,143.2334116,145.5584132,189.3214013,207.5259842,226.0386047
35.74707723,36.83844133,46.12602146,79.78996335,115.7915917,117.6711507,153.0496701,167.7664713,182.7322936
36.275344,37.38283618,46.80766725,80.96909154,117.5027484,119.4100833,155.311423,170.2457076,185.4326934
50.38481328,51.92306986,65.01373424,112.4624086,163.2060068,165.8552087,215.720547,236.4635933,257.5576301
39.11298389,40.30710968,50.46919844,87.30290119,126.6944045,128.7509407,167.4606638,183.5631833,199.9381715
31.65495298,32.62138386,40.84577408,70.65605733,102.5364219,104.2008195,135.5294051,148.5615097,161.8141289
52.43957865,54.04056755,67.6650881,117.0487878,169.8617832,172.6190234,224.5179421,246.1069197,268.0612018
40.10714791,41.33162569,51.75201188,89.52194445,129.9146911,132.0234998,171.717137,188.2289463,205.0201498
55.84483497,57.5497869,72.05903967,124.6495569,180.892057,183.8283434,239.0974098,262.0883057,285.4682276
