MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,RIO-REPEAT,NEMS-RHG,ReEDS-NREL,EPS-EI,GCAM-CGS
36.95188859,56.64655307,70.92808567,139.3762166,155.5358301,178.0529878,245.3405298,257.9748756,280.9878538
35.69881574,54.72561587,68.52284844,134.6498397,150.2614657,172.0150457,237.0208047,249.2267081,271.4592948
35.03489682,53.70784059,67.24847518,132.1456508,147.4669352,168.8159467,232.6127426,244.5916432,266.410753
13.73201028,21.05091455,26.35819815,51.7947989,57.80001237,66.16780771,91.17311201,95.8682703,104.4203218
22.07703302,33.8436781,42.3762289,83.27080028,92.92541701,106.3783704,146.579544,154.1279773,167.8771603
24.62652018,37.75199416,47.26989606,92.88703068,103.6565763,118.6630958,163.5067581,171.9268953,187.2638535
19.58938408,30.03015887,37.60125842,73.8878131,82.45454373,94.39161292,130.0629021,136.760775,148.9606946
11.55618646,17.71541739,22.18176701,43.58796285,48.64165602,55.68358224,76.72682014,80.67803512,87.87502226
23.80410437,36.49124613,45.69129261,89.78501864,100.1949095,114.7002783,158.0463625,166.1853047,181.010077
27.26704548,41.79986999,52.33830831,102.8466414,114.7709282,131.3864893,181.0384162,190.3613843,207.3428147
23.02780985,35.30120118,44.20121765,86.85696823,96.92737389,110.9596966,152.8921873,160.765704,175.1070139
7.160977721,10.97764472,13.74529045,27.00998568,30.14158834,34.50523174,47.54501421,49.99344844,54.45317784
19.65028555,30.12351969,37.71815705,74.11752307,82.71088683,94.6850672,130.4672549,137.1859508,149.4237988
13.60676549,20.85891663,26.11779438,51.32239693,57.27283898,65.56431463,90.34155443,94.99388985,103.4679411
20.97312359,32.15140562,40.25730655,79.10704234,88.27890296,101.0591735,139.2501831,146.4211751,159.482863
7.652152174,11.73060595,14.68808566,28.86261188,32.20901247,36.87195999,50.8061466,53.42251995,58.18814406
13.69970398,21.0013896,26.29618714,51.67294506,57.6640305,66.01213954,90.95861569,95.64272802,104.1746597
35.77240621,54.83842867,68.66410321,134.9274103,150.5712186,172.369642,237.5094055,249.7404705,272.0188881
15.70297355,24.07236433,30.14140537,59.22893595,66.09608114,75.66491092,104.2592408,109.6282979,119.4078302
29.07386647,44.56969272,55.80644915,109.6616618,122.3760984,140.0926716,193.0347291,202.9754736,221.0821599
33.68248244,51.63461469,64.65255475,127.0445746,141.7744279,162.2993266,223.6334435,235.1499355,256.1267858
28.27095967,43.33885165,54.26529269,106.6332344,118.9965479,136.2238584,187.7038628,197.3700827,214.9767329
24.23076085,37.14530253,46.51024744,91.39429407,101.9907682,116.7561262,160.8791305,169.1639523,184.2544386
7.795764312,11.95076067,14.96374502,29.40429235,32.81349668,37.56395629,51.75965342,54.42512969,59.28019288
19.51341247,29.91369582,37.45543312,73.60126117,82.13476829,94.0255431,129.5584918,136.230389,148.3829948
29.72637846,45.56998138,57.05892712,112.1228256,125.1226155,143.2368061,197.3670554,207.5309024,226.0439616
38.43428243,58.91903507,73.77349795,144.9675531,161.7754396,185.1959151,255.1828222,268.3240183,292.260205
28.49303907,43.6792952,54.69156769,107.47088,119.9313121,137.2939498,189.1783497,198.9205015,216.6654588
23.11357543,35.43267819,44.36584219,87.18046133,97.28837355,111.3729587,153.4616242,161.3644653,175.7591885
12.78122564,19.5933795,24.53319442,48.20860151,53.79802264,61.58644386,84.86041686,89.23048914,97.19040887
11.21703238,17.19550054,21.53077052,42.30873154,47.21410756,54.04936543,74.4750207,78.31027435,85.29604237
38.85811103,59.56875637,74.58702473,146.5661622,163.5593954,187.2381368,257.9968146,271.2829233,295.4830629
29.72567398,45.56890144,57.0575749,112.1201685,125.1196503,143.2334116,197.362378,207.5259842,226.0386047
24.03058802,36.83844133,46.12602146,90.63927633,101.1482119,115.7915917,159.5500913,167.7664713,182.7322936
24.38570968,37.38283618,46.80766725,91.9787346,102.6429702,117.5027484,161.9079068,170.2457076,185.4326934
33.87064859,51.92306986,65.01373424,127.7543052,142.5664464,163.2060068,224.8827648,236.4635933,257.5576301
26.29328256,40.30710968,50.46919844,99.17377391,110.6722196,126.6944045,174.5731577,183.5631833,199.9381715
21.27970153,32.62138386,40.84577408,80.26340201,89.56933375,102.5364219,141.2856947,148.5615097,161.8141289
35.25194249,54.04056755,67.6650881,132.96431,148.3805117,169.8617832,234.0538083,246.1069197,268.0612018
26.96159863,41.33162569,51.75201188,101.694548,113.4852584,129.9146911,179.0104145,188.2289463,205.0201498
37.54108941,57.5497869,72.05903967,141.5985815,158.0158614,180.892057,249.2525042,262.0883057,285.4682276
9.012262185,13.81562912,17.29877765,33.99271469,37.93391173,43.42566159,59.83654054,62.91795372,68.53063013
15.92600996,24.41427496,30.56951733,60.07019121,67.03487355,76.73961373,105.7400818,111.185398,121.1038334
6.961270165,10.67149677,13.36195755,26.25672287,29.30099042,33.54293919,46.21906419,48.59921572,52.93457082
12.99296341,19.91796955,24.93961898,49.00724027,54.6892575,62.60670414,86.26624105,90.70870932,98.80049556
25.08570536,38.45591645,48.15128879,94.61899883,105.589353,120.8756835,166.5554991,175.1326378,190.7555684
20.04352418,30.72634713,38.47296726,75.60075203,84.36608492,96.57989082,133.0781464,139.9312959,152.4140458
27.95313128,42.85162667,53.65523023,105.4344399,117.6587623,134.6923996,185.5936543,195.1512044,212.5599168
39.41333924,60.41991082,75.65276929,148.6603883,165.896431,189.9135086,261.6832292,275.159178,299.7051038
36.2179966,55.5215104,69.51940114,136.6081013,152.4467728,174.5167231,240.4678845,252.8513027,275.4072261
13.86647013,21.25703898,26.61628995,52.3019585,58.36597327,66.81570363,92.06585259,96.80698451,105.4427752
0.741867531,1.137269029,1.423993355,2.7981977,3.122627467,3.574694975,4.925598666,5.179253114,5.641275001
8.761022517,13.43048342,16.81653034,33.04508154,36.87640772,42.21506112,58.16844519,61.16395617,66.62016498
17.96209191,27.53555045,34.47771798,67.74994479,75.60503622,86.55049183,119.2585633,125.4000432,136.5865142
29.83545999,45.73720132,57.26830597,112.5342626,125.5817554,143.7624164,198.0912977,208.2924411,226.8734343
26.74218398,40.99526714,51.33085178,100.8669534,112.5617104,128.8574398,177.5536201,186.697131,203.351687
43.30328329,66.38312219,83.11940484,163.3325933,182.2697667,208.6572369,287.5103512,302.3163239,329.2848377
27.05417326,41.47354086,51.92970621,102.0437237,113.8749183,130.3607627,179.6250599,188.8752442,205.7241015
-1.638144215,-2.511244399,-3.144370631,-6.178800371,-6.895185336,-7.893411761,-10.87639049,-11.43649395,-12.45670099
11.40598091,17.4851551,21.89345179,43.02141316,48.0094192,54.95981554,75.72953664,79.62939432,86.73283613
18.18152348,27.87193494,34.89891056,68.57760322,76.52865536,87.60782471,120.7154701,126.9319766,138.2551057
11.82560363,18.12842886,22.69890551,44.60415842,49.77567175,56.98177114,78.51560423,82.55893655,89.92371191
54.67238835,83.81174729,104.9420745,206.214917,230.1239701,263.4393658,362.9950522,381.6882742,415.7372641
46.24637251,70.89482283,88.7685798,174.4334235,194.6576538,222.8385372,307.0508699,322.8631242,351.6645415
37.85392513,58.0293582,72.65951883,142.7785444,159.332632,182.3994585,251.329564,264.2723282,287.8470787
31.94104167,48.9650186,61.30990935,120.4761573,134.4444525,153.9081795,212.0712198,222.9922899,242.8846018
32.46006032,49.76066447,62.3061507,122.433807,136.6290769,156.4090753,215.5172226,226.6157521,246.8312996
18.95140453,29.05214817,36.37667506,71.48146314,79.76919577,91.31750307,125.8270634,132.3068025,144.1093998
16.09851604,24.67872355,30.90063778,60.72085469,67.76097652,77.57083572,106.8854287,112.389727,122.4155962
13.60521504,20.85653983,26.11481835,51.31654892,57.26631294,65.5568438,90.33126033,94.98306563,103.4561513
25.3919829,38.92543418,48.7391797,95.77422543,106.8785193,122.3514844,168.589016,177.2708752,193.08455
8.319422087,12.75351823,15.96889104,31.3794401,35.0176478,40.08720572,55.23645748,58.08097935,63.26216728
15.95083021,24.45232395,30.6171591,60.16380897,67.13934559,76.85921034,105.9048748,111.3586774,121.2925704
8.131746867,12.46581563,15.60865386,30.6715612,34.22769572,39.18289108,53.99039565,56.77074885,61.83505599
80.43299982,123.3022822,154.3888261,303.3795465,338.5541003,387.5670902,534.0315623,561.5326825,611.6249225
39.13015336,59.98579217,75.10920215,147.5922595,164.7044608,188.5489751,259.8030284,273.182152,297.5517148
11.92866796,18.28642455,22.89673452,44.99289948,50.20948438,57.47838749,79.19989557,83.27846696,90.70742895
22.289208,34.16893837,42.78349266,84.0710881,93.81849212,107.4007373,147.9882709,155.6092498,169.4905716
27.2846574,41.82686874,52.37211389,102.9130706,114.8450593,131.4713525,181.1553498,190.4843397,207.4767385
46.87885254,71.86440287,89.982607,176.8190302,197.3198535,225.8861476,311.2501948,327.2787025,356.4740171
17.52183303,26.86064183,33.63265374,66.08936343,73.75192307,84.42910068,116.3354828,122.3264322,133.2387178
35.55509059,54.50528791,68.24697215,134.1077329,149.6565058,171.3225048,236.0665475,248.2233094,270.3663866
22.90031271,35.10575044,43.95649055,86.37607076,96.39072,110.3453505,152.0456753,159.875599,174.137506
40.28633315,61.75819414,77.32845596,151.9531723,169.5709883,194.1200372,267.4794361,281.2538731,306.343484
20.33325445,31.17049822,39.02909618,76.69356518,85.58560146,97.97595862,135.0017986,141.9540107,154.6171995
16.54787592,25.36758384,31.76317114,62.41576348,69.65239712,79.73608015,109.868935,115.5268755,125.832598
17.97468252,27.55485163,34.50188531,67.79743444,75.65803194,86.61115982,119.3421582,125.487943,136.6822552
58.25395699,89.30222493,111.8167923,219.7239826,245.1993092,280.6971846,386.7747284,406.6925368,442.9720638
19.58071822,30.01687428,37.58462457,73.85512698,82.41806791,94.34985644,130.0053656,136.7002755,148.8947981
21.12362836,32.38212662,40.54619613,79.67472066,88.91239926,101.784382,140.2494533,147.4719049,160.6273245
42.37020954,64.9527376,81.32839665,159.8131984,178.3423247,204.1612132,281.3152468,295.8021891,322.1896011
85.8006059,131.5307217,164.6917914,323.6252404,361.1471286,413.4309455,569.66956,599.0059366,652.4410261
13.51534182,20.71876586,25.94230928,50.97756246,56.88802357,65.12378891,89.73455078,94.35562722,102.7727414
14.79882704,22.68632466,28.40592219,55.81864963,62.29039802,71.30827329,98.25619759,103.3161148,112.5325608
43.85551288,67.2296798,84.17939362,165.415509,184.5941807,211.3181599,291.1768566,306.171644,333.4840765
40.37347848,61.89178628,77.49572889,152.2818696,169.9377956,194.5399476,268.0580338,281.862267,307.0061505
57.33644945,87.89570306,110.055663,216.2633008,241.3373876,276.2761668,380.6829752,400.2870754,435.9951951
22.01782457,33.75291265,42.26257999,83.04747612,92.6762001,106.093074,146.1864319,153.7146211,167.4269302
46.14927321,70.74597143,88.5822005,174.0671815,194.2489489,222.3706634,306.4061831,322.1852379,350.9261835
17.67832977,27.10054841,33.93304473,66.67964243,74.41064043,85.18318156,117.3745364,123.4189942,134.4287432
43.38086675,66.50205617,83.26832404,163.6252248,182.5963267,209.0310735,288.0254634,302.8579629,329.8747942
27.07146124,41.50004302,51.96289,102.1089311,113.9476859,130.444065,179.7398428,188.995938,205.855562
39.34899423,60.32127113,75.5292609,148.4176899,165.6255936,189.6034616,261.2560132,274.7099615,299.2158144
12.99949184,19.9279775,24.95215011,49.03186439,54.71673659,62.63816142,86.30958627,90.75428669,98.85013872
15.06619963,23.09620183,28.91913617,56.8271334,63.41580782,72.59661038,100.0314068,105.1827423,114.5657031
56.2255437,86.19270536,107.9233114,212.0731539,236.6614251,270.9232581,373.3071626,392.5314293,427.5476967
10.12692501,15.52438636,19.43834083,38.19703261,42.62568838,48.79667385,67.23729809,70.69982942,77.00669799
15.53906775,23.82109981,29.82679291,58.61071125,65.40617798,74.87512943,103.1709951,108.4840105,118.1614652
103.018758,157.9258264,197.7415383,388.5691713,433.6208149,496.396757,683.9887658,719.2122594,783.3705074
12.14116735,18.61218214,23.30462098,45.79441093,51.10392499,58.50231762,80.61077648,84.76200426,92.32330709
18.7277976,28.70936294,35.94746801,70.63805598,78.82800196,90.2400512,124.3424345,130.7457194,142.4090583
136.7268385,209.5996825,262.4432278,515.7102974,575.5029888,658.8194282,907.7921666,954.5409045,1039.691945
38.40658111,58.87656947,73.72032606,144.8630685,161.6588408,185.062436,254.9989005,268.1306251,292.0495599
12.05551266,18.4808751,23.14020926,45.47133603,50.74339202,58.08958974,80.04207568,84.16401698,91.67197559
101.5627886,155.6938527,194.9468471,383.0775034,427.4924298,489.3811564,674.3219177,709.0475959,772.2990921
13.81626842,21.1800807,26.51992923,52.11260624,58.15466705,66.57380629,91.73254046,96.45650774,105.0610337
71.28415716,109.2772777,136.8278862,268.8716736,300.0453016,343.4833144,473.2882014,497.6612097,542.0557134
5.690304103,8.723129606,10.9223748,21.46285582,23.9513109,27.41877846,37.7805378,39.72612901,43.26994907
92.84652764,142.3319878,178.2162352,350.2012546,390.8044297,447.381779,616.4506647,648.1961365,706.0193005
16.79739047,25.75008497,32.24210713,63.35688977,70.70263984,80.93836811,111.5255765,117.2688294,127.729945
43.27213375,66.33537052,83.05961418,163.2151025,182.1386538,208.5071426,287.3035351,302.0988574,329.0479717
12.17131273,18.65839443,23.36248416,45.90811412,51.23081121,58.64757335,80.81092543,84.97246031,92.55253714
74.92710393,114.8618469,143.8204176,282.612247,315.3789901,361.0368842,497.4753951,523.0939758,569.7572419
14.02179113,21.49514316,26.91442414,52.8878028,59.01974177,67.56411918,93.09709993,97.89133817,106.62386
50.08389471,76.77767249,96.13459313,188.9079022,210.8103384,241.3296704,332.5299392,349.6542938,380.8456516
13.26637437,20.33710342,25.46442343,50.03849972,55.84008364,63.92413713,88.08154172,92.61749285,100.8795546
18.99751018,29.12282727,36.46517353,71.65536578,79.96326111,91.53966354,126.13318,132.6286832,144.4599943
46.88477461,71.87348129,89.99397424,176.8413672,197.3447804,225.9146831,311.2895141,327.3200467,356.5190494
73.99642259,113.4351298,142.0340015,279.1018758,311.4616181,356.5523883,491.296175,516.5965433,562.6801976
89.86776138,137.7655949,172.4985791,338.9658567,378.2663728,433.0285685,596.6732698,627.4002615,683.368303
26.24694175,40.23607009,50.3802486,98.9989843,110.4771645,126.4711109,174.2654799,183.2396609,199.5857888
8.465264439,12.97709183,16.24883123,31.92953256,35.6315193,40.78994832,56.20477172,59.09915905,64.371175
23.62144856,36.21123819,45.34069004,89.09607209,99.42608483,113.8201497,156.8336268,164.9101165,179.6211341
62.04349554,95.11151654,119.0907024,234.0174752,261.1500237,298.9571082,411.9352122,433.1487146,471.7882988
34.99761429,53.65068718,67.17691245,132.0050275,147.3100076,168.6363006,232.3652068,244.33136,266.127251
79.55686901,121.95919,152.7071183,300.0749306,334.8663393,383.3454465,528.2145282,555.4160876,604.9626889
61.13853835,93.72423412,117.3536631,230.6041311,257.3409283,294.5965643,405.9267865,426.8308719,464.9068649
27.16669564,41.64603556,52.14568968,102.468139,114.3485413,130.9029528,180.3721476,189.6608048,206.5797391
16.83449195,25.80696083,32.31332234,63.4968302,70.8588053,81.11714188,111.7719102,117.5278486,128.0120704
42.57781696,65.27099588,81.7268931,160.5962581,179.2161742,205.1615712,282.6936476,297.2515737,323.7682799
20.80768074,31.89778484,39.93974378,78.48302017,87.58253016,100.2619857,138.1517323,145.2661571,158.2248101
6.93577692,10.63241611,13.313024,26.1605667,29.19368568,33.42009977,46.04980285,48.4212379,52.74071626
17.72838373,27.1772802,34.02912187,66.86843744,74.62132479,85.424367,117.7068676,123.7684395,134.8093612
28.79030734,44.13500189,55.26216557,108.5921252,121.1825571,138.7263395,191.15205,200.9958418,218.9259326
31.64241743,48.50723324,60.73670873,119.3497976,133.1875,152.4692561,210.0885166,220.907483,240.6138171
35.82218194,54.91473393,68.75964629,135.1151559,150.7807318,172.6094867,237.8398894,250.0879734,272.3973904
7.931018844,12.15810333,15.2233622,29.91444936,33.38280252,38.2156814,52.65767028,55.36939187,60.30868918
24.31917877,37.28084554,46.67996308,91.72779137,102.362932,117.1821687,161.4661776,169.7812306,184.9267821
23.80146334,36.48719748,45.68622322,89.77505711,100.183793,114.6875525,158.0288274,166.1668666,180.9899942
11.13335645,17.06722691,21.37015699,41.99312023,46.86190351,53.64617227,73.91945785,77.72610159,84.65975773
21.84623793,33.48987355,41.93322437,82.4002806,91.95396718,105.2662823,145.0471895,152.516711,166.1221589
15.42925253,23.65275513,29.61600576,58.19650698,64.94394988,74.34598387,102.4418815,107.7173496,117.3264134
14.70371064,22.540513,28.223349,55.4598868,61.89003937,70.84995411,97.6246762,102.6520719,111.809281
93.90385297,143.9528477,180.2457407,354.1893053,395.2548646,452.47651,623.4707324,655.5777178,714.0593652
18.82786264,28.86276077,36.13953996,71.01548422,79.24919014,90.72221544,125.0068122,131.4443107,143.1699682
30.29609457,46.44334551,58.15248079,114.2716976,127.5206329,145.981988,201.1496619,211.5083025,230.3761707
17.19548889,26.36036238,33.00624557,64.85844904,72.37829351,82.85660869,114.1687344,120.0481024,130.7571467
52.61056857,80.65101619,100.9844708,198.4380847,221.4454732,253.5044698,349.3056854,367.2939436,400.0588689
54.98522029,84.2913128,105.5425464,207.3948657,231.4407249,264.9467492,365.0720868,383.8722703,418.1160864
41.99644494,64.37976347,80.61096626,158.4034221,176.7690955,202.3602252,278.8336522,293.1927994,319.3474375
