MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,ReEDS-NREL,EPS-EI,GCAM-CGS
28.79870253,29.67793162,37.16022886,64.3254058,93.28448265,102.1508414,123.300484,135.1566919,147.2135171
25.365153,26.13955526,32.72976932,56.65615519,82.16256175,89.97182145,108.5998801,119.0425216,129.6618617
27.83873455,28.68865566,35.92154007,62.18120052,90.17496351,98.74577355,119.1904198,130.6514161,142.3063425
8.184411505,8.434282925,10.5607051,18.28087882,26.51086771,29.03063154,35.04122794,38.41068821,41.8371627
11.03017291,11.36692589,14.23271584,24.63723315,35.72883092,39.12472942,47.22524068,51.76627939,56.38415645
14.77121358,15.22218114,19.05994469,32.99330263,47.84677419,52.39444016,63.24235551,69.32355235,75.50764836
12.85721382,13.24974666,16.59022686,28.7181513,41.64696443,45.60536049,55.0476427,60.34086032,65.72364382
6.790078553,6.99738076,8.761536141,15.16646654,21.99435771,24.0848433,29.07144761,31.86687156,34.70959653
17.2837492,17.81142489,22.30197958,38.60535661,55.98535561,61.30656484,73.99967547,81.11526421,88.35125494
18.08105882,18.6330765,23.33078315,40.38624465,58.56799333,64.1346731,77.41332448,84.85715955,92.42695083
16.2546525,16.75090969,20.97409098,36.30674392,52.65191539,57.65629296,69.59363943,76.28555685,83.09070736
3.946728395,4.067222657,5.092636735,8.815498036,12.78420499,13.99929827,16.89775853,18.52259674,20.17492863
11.7973195,12.15749359,15.22259873,26.35074838,38.21376483,41.84584746,50.50974786,55.36661501,60.30566461
9.083288633,9.360602918,11.72056568,20.28863025,29.42250193,32.21900625,38.88973412,42.62925531,46.43205247
12.64586995,13.03195042,16.31752059,28.24608905,40.96238136,44.85571024,54.14278242,59.34899137,64.64329393
2.548463656,2.626268667,3.28839442,5.692303625,8.254959174,9.039563727,10.91114441,11.96032761,13.02726391
7.6226822,7.855403933,9.835881141,17.02618808,24.6913195,27.03814173,32.63620656,35.77440713,38.96570881
25.27114596,26.04267818,32.60846792,56.44617904,81.85805505,89.63837248,108.1973927,118.6013323,129.1813156
11.17068287,11.51172564,14.41402201,24.95107924,36.18396945,39.62312724,47.82682841,52.42571401,57.10241677
21.4133082,22.06705999,27.63053066,47.82922904,69.36178374,75.95437495,91.68021585,100.4959128,109.460779
16.44738716,16.94952857,21.22278496,36.73724023,53.27621966,58.33993514,70.41882511,77.19008992,84.07593046
17.6131147,18.15084597,22.72697434,39.34103453,57.05223321,62.47484536,75.40984059,82.66102662,90.03490905
15.56447446,16.03966041,20.08352399,34.7651473,50.41629726,55.20818727,66.63866998,73.04644632,79.56264784
3.636557271,3.747581958,4.69240933,8.122693094,11.77950164,12.89910143,15.56977336,17.06691647,18.58939254
12.57985335,12.96391833,16.23233648,28.09863294,40.74854102,44.62154514,53.86013501,59.03916543,64.30582957
22.19021163,22.86768242,28.63300324,49.56453738,71.87832194,78.71010117,95.00649659,104.1420388,113.4321623
30.44075773,31.37011903,39.2790447,67.99313586,98.60341219,107.9753163,130.3308771,142.8631067,155.6073926
15.30373132,15.77095673,19.74707567,34.18274577,49.57170056,54.28331465,65.52230872,71.82273908,78.22977823
16.27232545,16.7691222,20.99689516,36.34621861,52.70916144,57.71898005,69.66930546,76.3684987,83.18104814
9.055432623,9.33189646,11.68462185,20.22641046,29.33227101,32.1201992,38.77046974,42.49852282,46.28965782
6.093735946,6.279778699,7.863014736,13.61110061,19.73877137,21.61487149,26.09008481,28.59882978,31.15002491
25.04067026,25.80516601,32.31107501,55.9313835,81.11150033,88.82086038,107.2106203,117.5196747,128.0031674
16.88429679,17.39977713,21.78654862,37.71313105,54.69145316,59.88968156,72.28943607,79.24057328,86.3093298
14.72363746,15.17315252,18.99855513,32.88703557,47.69266607,52.22568461,63.03866026,69.10027037,75.26444823
18.00393449,18.55359755,23.23126625,40.21397807,58.31817294,63.86110817,77.08311977,84.49520334,92.03270585
25.78718118,26.57446803,33.27433079,57.59880648,83.5295914,91.46878242,110.4067767,121.023164,131.8191899
